Ensembl_ID,Change,Gene_Name,Gene_Biotype,Chr,Length,Exon Length,Downstream_Promoter_Downregulated,Upstream_Promoter_Downregulated,Gene_Body_Downregulated,TSS_Downregulated,Downstream_Promoter_Nondifferential,Upstream_Promoter_Nondifferential,Gene_Body_Nondifferential,TSS_Nondifferential,Downstream_Promoter_Upregulated,Upstream_Promoter_Upregulated,Gene_Body_Upregulated,TSS_Upregulated
ENSRNOG00000005934,Upregulated,Mlip,protein_coding,8,198034,2519,0.0,0.0,3.0,0.0,0.0,1.0,11.0,0.0,1.0,0.0,13.0,0.0
ENSRNOG00000005935,Upregulated,A3galt2,protein_coding,5,12289,1909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
ENSRNOG00000005936,Nondifferential,Foxm1,protein_coding,4,11023,3393,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000005951,Nondifferential,AABR07052085.1,processed_pseudogene,3,825,825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000005957,Nondifferential,Slc4a7,protein_coding,15,76510,4041,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0
ENSRNOG00000005958,Upregulated,Rrbp1,protein_coding,3,61425,4668,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,8.0,0.0
ENSRNOG00000005963,Nondifferential,Rab2a,protein_coding,5,62594,621,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,8.0,0.0
ENSRNOG00000005964,Upregulated,Nr4a3,protein_coding,5,39837,4394,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0
ENSRNOG00000005965,Downregulated,Irak4,protein_coding,7,28955,3994,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
ENSRNOG00000005970,Nondifferential,Lrrc1,protein_coding,8,114510,2966,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,2.0,2.0,22.0,0.0
ENSRNOG00000005975,Nondifferential,LOC100362027,protein_coding,7,2671,348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000005981,Nondifferential,Nt5c3a,protein_coding,4,19719,1834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0
ENSRNOG00000005982,Nondifferential,C1d,protein_coding,14,11593,2488,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
ENSRNOG00000005984,Nondifferential,Etv6,protein_coding,4,237644,1915,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,1.0,53.0,0.0
ENSRNOG00000005987,Nondifferential,Suox,protein_coding,7,3898,2192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000005988,Nondifferential,Arl8a,protein_coding,13,9003,1707,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0
ENSRNOG00000005990,Upregulated,Wdsub1,protein_coding,3,30442,2024,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
ENSRNOG00000005993,Nondifferential,Oxsm,protein_coding,15,3748,2744,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000006000,Nondifferential,Cdk12,protein_coding,10,52916,5500,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000006001,Upregulated,Luc7l2,protein_coding,4,64323,2647,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
ENSRNOG00000006002,Nondifferential,Stk35,protein_coding,3,28444,3393,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0
ENSRNOG00000006004,Nondifferential,Phc2,protein_coding,5,48689,3773,1.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0
ENSRNOG00000006027,Nondifferential,Eif2ak4,protein_coding,3,89510,8976,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0,0.0
ENSRNOG00000006028,Nondifferential,Tubgcp6,protein_coding,7,20964,6444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006030,Downregulated,Ptprz1,protein_coding,4,199459,7854,0.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,14.0,0.0
ENSRNOG00000006033,Upregulated,Spon2,protein_coding,14,5937,1885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000006048,Nondifferential,Ezh2,protein_coding,4,62608,2794,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0
ENSRNOG00000006049,Nondifferential,Rfx1,protein_coding,19,30847,4156,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000006050,Downregulated,Med19,protein_coding,3,10521,2592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006052,Upregulated,Sulf2,protein_coding,3,81477,4172,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,15.0,0.0
ENSRNOG00000006060,Upregulated,Matn2,protein_coding,7,222201,3487,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,30.0,0.0
ENSRNOG00000006062,Nondifferential,Hs1bp3,protein_coding,6,30266,3037,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,8.0,0.0
ENSRNOG00000006063,Nondifferential,Phf21a,protein_coding,3,137345,2729,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,8.0,0.0
ENSRNOG00000006067,Nondifferential,Aifm1,protein_coding,X,39009,2098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006068,Upregulated,Tmem117,protein_coding,7,220789,2229,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,0.0
ENSRNOG00000006069,Upregulated,Eif2ak3,protein_coding,4,61150,4491,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0
ENSRNOG00000006075,Upregulated,Fez1,protein_coding,8,45143,1683,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
ENSRNOG00000006077,Downregulated,Snx5,protein_coding,3,19669,1990,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
ENSRNOG00000006082,Nondifferential,Rmdn2,protein_coding,6,64155,2082,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
ENSRNOG00000006084,Nondifferential,Cngb3,protein_coding,5,409814,3092,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006087,Upregulated,Rnf20,protein_coding,5,27589,4358,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006094,Upregulated,Cd44,protein_coding,3,87346,3972,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,13.0,0.0
ENSRNOG00000006102,Nondifferential,Pole4,protein_coding,4,5168,1959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000006103,Upregulated,Tbc1d31,protein_coding,7,79530,3562,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,9.0,0.0
ENSRNOG00000006104,Downregulated,Tg,protein_coding,7,185640,8463,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0
ENSRNOG00000006110,Upregulated,Jph1,protein_coding,5,91548,4167,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0
ENSRNOG00000006112,Nondifferential,LOC102554315,protein_coding,3,2500,1233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006114,Nondifferential,Cfap69,protein_coding,4,71156,3146,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000006116,Nondifferential,Hk2,protein_coding,4,50817,5432,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,7.0,0.0
ENSRNOG00000006118,Upregulated,Klf10,protein_coding,7,6143,2993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
ENSRNOG00000006120,Upregulated,Shh,protein_coding,4,9154,1715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ENSRNOG00000006126,Nondifferential,Nup88,protein_coding,10,24344,2412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ENSRNOG00000006130,Downregulated,Rab5b,protein_coding,7,18747,3250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
ENSRNOG00000006131,Nondifferential,Mettl2b,protein_coding,10,25468,3095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006136,Nondifferential,Pdpk1,protein_coding,10,63825,1879,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0
ENSRNOG00000006137,Nondifferential,Arid1a,protein_coding,5,72953,7932,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,15.0,0.0
ENSRNOG00000006139,Nondifferential,Stx18,protein_coding,14,89958,1492,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0
ENSRNOG00000006142,Upregulated,Tmem8c,protein_coding,3,8983,1418,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006143,Nondifferential,Ngly1,protein_coding,15,50793,2451,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,0.0
ENSRNOG00000006146,Upregulated,Trim54,protein_coding,6,20724,1548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006148,Downregulated,RGD1310352,protein_coding,10,12596,2375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000006170,Upregulated,Bach2,protein_coding,5,261153,3754,1.0,0.0,2.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,39.0,0.0
ENSRNOG00000006178,Nondifferential,Dync1h1,protein_coding,6,126916,14279,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0
ENSRNOG00000006180,Nondifferential,Pum2,protein_coding,6,79061,6085,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0
ENSRNOG00000006185,Nondifferential,Etaa1,protein_coding,14,3260,3260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006197,Upregulated,Calu,protein_coding,4,27545,3210,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
ENSRNOG00000006199,Upregulated,Ispd,protein_coding,6,277981,2628,0.0,0.0,1.0,0.0,0.0,1.0,19.0,0.0,1.0,0.0,22.0,0.0
ENSRNOG00000006206,Nondifferential,Tmem106b,protein_coding,4,16812,1853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000006209,Nondifferential,Mbd6,protein_coding,7,5713,3977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000006217,Nondifferential,Wiz,protein_coding,7,27653,3960,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000006221,Nondifferential,Uba3,protein_coding,4,21055,2165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
ENSRNOG00000006224,Upregulated,Klhl31,protein_coding,8,23368,6166,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006227,Upregulated,Ifih1,protein_coding,3,46402,3897,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0
ENSRNOG00000006228,Nondifferential,Pdia4,protein_coding,4,18900,2329,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000006236,Upregulated,Dsn1,protein_coding,3,13485,3232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0
ENSRNOG00000006237,Upregulated,Gpr37l1,protein_coding,13,7010,2440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ENSRNOG00000006238,Upregulated,Traf2,protein_coding,3,24546,2070,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
ENSRNOG00000006241,Nondifferential,43166,protein_coding,3,37346,2458,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0
ENSRNOG00000006244,Nondifferential,Lztfl1,protein_coding,8,15192,1373,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006247,Nondifferential,Copa,protein_coding,13,41668,4432,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000006248,Nondifferential,Trim37,protein_coding,10,116066,3457,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0
ENSRNOG00000006261,Nondifferential,Papolg,protein_coding,14,34013,3725,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000006264,Nondifferential,Itfg2,protein_coding,4,13256,1933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000006283,Nondifferential,LOC100362400,pseudogene,8,713,712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006285,Upregulated,Tlk2,protein_coding,10,91879,3686,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0
ENSRNOG00000006298,Downregulated,Cpne3,protein_coding,5,46443,2752,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0
ENSRNOG00000006302,Nondifferential,Gclc,protein_coding,8,38418,3045,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000006304,Nondifferential,Mdm2,protein_coding,7,24263,2855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
ENSRNOG00000006305,Nondifferential,Slc38a2,protein_coding,7,12193,4635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
ENSRNOG00000006320,Nondifferential,Ptges,protein_coding,3,11345,1254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
ENSRNOG00000006326,Nondifferential,Atraid,protein_coding,6,4638,1029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006327,Downregulated,Rcc2,protein_coding,5,13342,1284,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000006328,Upregulated,Wwp1,protein_coding,5,55300,3051,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ENSRNOG00000006329,Nondifferential,Peli1,protein_coding,14,53556,2383,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0
ENSRNOG00000006331,Nondifferential,Elovl5,protein_coding,8,26002,1104,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0
ENSRNOG00000006334,Nondifferential,Txndc16,protein_coding,15,68443,2460,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000006335,Downregulated,Klhl9,protein_coding,5,4185,4185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006336,Nondifferential,Fyco1,protein_coding,8,66863,7743,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006338,Upregulated,Lrp6,protein_coding,4,102447,5092,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,20.0,0.0
ENSRNOG00000006340,Nondifferential,Memo1,protein_coding,6,47096,1321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000006341,Nondifferential,Saysd1,protein_coding,15,5449,564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
ENSRNOG00000006345,Nondifferential,Sec61b,protein_coding,5,8211,562,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006355,Nondifferential,Akap8l,protein_coding,7,29652,2076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ENSRNOG00000006357,Upregulated,Sgip1,protein_coding,5,100682,2484,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,2.0,18.0,0.0
ENSRNOG00000006359,Downregulated,Galk1,protein_coding,10,4178,1324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006364,Nondifferential,Dld,protein_coding,6,21018,2610,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006367,Upregulated,Slc5a8,protein_coding,7,42504,3430,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
ENSRNOG00000006369,Downregulated,Alg2,protein_coding,5,4558,3023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006370,Nondifferential,RGD1310852,protein_coding,7,54635,4180,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
ENSRNOG00000006375,Nondifferential,Vdac1,protein_coding,10,27912,1800,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0
ENSRNOG00000006378,Nondifferential,Mga,protein_coding,3,60891,9398,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
ENSRNOG00000006380,Nondifferential,Srsf6,protein_coding,3,5324,3513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006384,Nondifferential,Ddx58,protein_coding,5,36039,1794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
ENSRNOG00000006391,Nondifferential,Smarcad1,protein_coding,4,60506,4795,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000006392,Nondifferential,Xrcc6,protein_coding,7,20852,2200,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
ENSRNOG00000006393,Nondifferential,Sirt6,protein_coding,7,5465,1666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006394,Nondifferential,Tbc1d10a,protein_coding,14,27715,1518,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0
ENSRNOG00000006399,Nondifferential,Synj2bp,protein_coding,6,37384,5811,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
ENSRNOG00000006400,Nondifferential,Tbc1d14,protein_coding,14,99507,4902,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0
ENSRNOG00000006403,Nondifferential,Nectin1,protein_coding,8,62633,5214,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0
ENSRNOG00000006418,Nondifferential,Samhd1,protein_coding,3,35430,2395,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000006419,Nondifferential,Aven,protein_coding,3,75025,1059,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,6.0,0.0
ENSRNOG00000006420,Nondifferential,Rbm38,protein_coding,3,12519,1689,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006432,Nondifferential,Trnt1,protein_coding,4,13577,2224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006435,Nondifferential,Tor1b,protein_coding,3,6025,2922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000006440,Nondifferential,Ift27,protein_coding,7,16327,1021,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000006441,Nondifferential,Zbtb25,protein_coding,6,8732,2618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000006444,Downregulated,Fkbp4,protein_coding,4,8455,2845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006450,Nondifferential,Erbb2,protein_coding,10,24133,4727,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0
ENSRNOG00000006459,Nondifferential,AABR07041140.1,pseudogene,X,1287,1284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006460,Downregulated,Amdhd2,protein_coding,10,8487,1472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006462,Nondifferential,Ero1a,protein_coding,15,35409,2333,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0
ENSRNOG00000006467,Downregulated,Eif2b2,protein_coding,6,7374,2416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006469,Downregulated,Cdk2,protein_coding,7,7504,2193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006472,Downregulated,Hspa2,protein_coding,6,2713,2472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006483,Nondifferential,Heatr5a,protein_coding,6,101509,7710,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0
ENSRNOG00000006485,Nondifferential,Topors,protein_coding,5,12352,4691,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
ENSRNOG00000006487,Nondifferential,Casp8ap2,protein_coding,5,37791,7311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ENSRNOG00000006490,Nondifferential,Neo1,protein_coding,8,97266,4682,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000006494,Nondifferential,Tubg2,protein_coding,10,6330,1615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000006499,Nondifferential,Cops5,protein_coding,5,18296,1507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006500,Nondifferential,Snf8,protein_coding,10,12319,898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSRNOG00000006503,Upregulated,Frmd3,protein_coding,5,241833,2025,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006505,Nondifferential,Borcs5,protein_coding,4,67578,1817,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,12.0,0.0
ENSRNOG00000006508,Nondifferential,Thnsl2,protein_coding,4,19041,1811,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006509,Nondifferential,Srgap3,protein_coding,4,231585,5621,0.0,0.0,4.0,0.0,0.0,1.0,18.0,0.0,1.0,0.0,19.0,0.0
ENSRNOG00000006513,Nondifferential,Borcs6,protein_coding,10,1854,1854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006514,Nondifferential,Vezt,protein_coding,7,63154,2879,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0
ENSRNOG00000006515,Upregulated,Klhl15,protein_coding,X,46249,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006519,Nondifferential,Tmem107,protein_coding,10,2325,1038,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006523,Nondifferential,Atl2,protein_coding,6,41425,2844,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
ENSRNOG00000006526,Upregulated,Sema3c,protein_coding,4,172173,5081,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,22.0,0.0
ENSRNOG00000006527,Upregulated,Slc6a1,protein_coding,4,15352,4077,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSRNOG00000006532,Nondifferential,H3f3b,protein_coding,10,2227,1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006534,Nondifferential,Crbn,protein_coding,4,18796,2257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006539,Nondifferential,Pex16,protein_coding,3,5332,1221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006541,Nondifferential,Nup107,protein_coding,7,43514,3096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000006542,Downregulated,Atp6v0c,protein_coding,10,5045,1151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000006545,Nondifferential,43350,protein_coding,8,63379,2465,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
