Gene_ID,Change,Gene_Name,Gene_Biotype,Chr,Length,Exon Length,Gene_Body_Downregulated,Upstream_Promoter_Downregulated,Downstream_Promoter_Downregulated,TSS_Downregulated,Gene_Body_Nondifferential,Upstream_Promoter_Nondifferential,Downstream_Promoter_Nondifferential,TSS_Nondifferential,Gene_Body_Upregulated,Upstream_Promoter_Upregulated,Downstream_Promoter_Upregulated,TSS_Upregulated
ENSRNOG00000011361,Upregulated,Slc37a4,protein_coding,8,6083,2077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011363,Downregulated,Napepld,protein_coding,4,30377,1424,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
ENSRNOG00000011366,Upregulated,Pigs,protein_coding,10,14581,2452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011367,Upregulated,Cyp2r1,protein_coding,1,12281,1691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011373,Upregulated,Reep4,protein_coding,15,3909,1907,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011375,Downregulated,Tsc2,protein_coding,10,34638,5659,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
ENSRNOG00000011376,Upregulated,Bbof1,protein_coding,6,25529,1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011377,Downregulated,Socs4,protein_coding,15,14475,2004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011379,Nondifferential,Ccndbp1,protein_coding,3,10725,1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011382,Nondifferential,Wdr33,protein_coding,18,104737,4525,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
ENSRNOG00000011383,Nondifferential,Ndufs4,protein_coding,2,103686,1498,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSRNOG00000011384,Upregulated,Aimp1,protein_coding,2,23615,1122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
ENSRNOG00000011387,Downregulated,Tet3,protein_coding,4,90955,6073,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0
ENSRNOG00000011391,Nondifferential,Rbsn,protein_coding,4,28607,5042,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000011394,Upregulated,Kif3c,protein_coding,6,46669,3419,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
ENSRNOG00000011399,Nondifferential,Rn50_1_0101.1,processed_pseudogene,1,759,759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSRNOG00000011402,Nondifferential,Isg20l2,protein_coding,2,9485,1630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011404,Upregulated,Chkb,protein_coding,7,3356,1679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011407,Downregulated,Prag1,protein_coding,16,54453,4759,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
ENSRNOG00000011411,Nondifferential,Adgrg6,protein_coding,1,158124,6855,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
ENSRNOG00000011413,Upregulated,Podn,protein_coding,5,87770,2569,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
ENSRNOG00000011414,Upregulated,Psmc3,protein_coding,3,5382,1626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSRNOG00000011416,Upregulated,Vegfc,protein_coding,16,115370,2130,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000011417,Nondifferential,Pde3b,protein_coding,1,185231,4389,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
ENSRNOG00000011419,Upregulated,Aldh6a1,protein_coding,6,20604,3289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011421,Nondifferential,Smap2,protein_coding,5,46041,2839,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ENSRNOG00000011422,Nondifferential,Atmin,protein_coding,19,3791,3791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011425,Upregulated,Ptpn3,protein_coding,5,117734,6079,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,21.0,1.0,1.0,0.0
ENSRNOG00000011427,Upregulated,Hr,protein_coding,15,19476,5617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ENSRNOG00000011431,Downregulated,Mfhas1,protein_coding,16,80262,3177,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
ENSRNOG00000011435,Downregulated,Osbpl10,protein_coding,8,166896,2717,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0
ENSRNOG00000011439,Nondifferential,Grk5,protein_coding,1,197236,2353,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
ENSRNOG00000011440,Downregulated,Ccdc39,protein_coding,2,37753,3865,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ENSRNOG00000011441,Upregulated,Tpd52,protein_coding,2,32204,2597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
ENSRNOG00000011445,Downregulated,Nkain1,protein_coding,5,6677,561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011448,Downregulated,Eri1,protein_coding,16,20089,2870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000011451,Upregulated,Lrp3,protein_coding,1,14243,3892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011452,Upregulated,Aldoc,protein_coding,10,3134,1591,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011454,Downregulated,Tbck,protein_coding,2,206844,6072,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000011455,Downregulated,Slc36a4,protein_coding,8,29569,2965,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000011459,Nondifferential,Rhbdf2,protein_coding,10,27162,3515,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSRNOG00000011461,Downregulated,Ap3m1,protein_coding,15,17919,3158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011463,Upregulated,Psmb2,protein_coding,5,32309,884,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
ENSRNOG00000011467,Upregulated,Uck1,protein_coding,3,5873,1922,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000011470,Nondifferential,Tsc1,protein_coding,3,27954,3814,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ENSRNOG00000011472,Upregulated,AABR07072758.1,processed_pseudogene,2,447,447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011474,Downregulated,Ppp1r3b,protein_coding,16,12246,4333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000011475,Upregulated,Srcin1,protein_coding,10,57625,4782,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0
ENSRNOG00000011476,Nondifferential,Nars2,protein_coding,1,112560,1822,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
ENSRNOG00000011480,Nondifferential,Tubgcp5,protein_coding,1,35664,3701,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000011488,Downregulated,Sergef,protein_coding,1,203623,1444,5.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
ENSRNOG00000011491,Downregulated,Dnajc13,protein_coding,8,109251,7258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
ENSRNOG00000011492,Nondifferential,LOC108348302,protein_coding,16,3306,1557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSRNOG00000011494,Upregulated,Rpl36a,protein_coding,X,2714,669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011498,Downregulated,Psip1,protein_coding,5,32308,2949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011501,Upregulated,Atp1b3,protein_coding,8,31311,1818,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
ENSRNOG00000011502,Downregulated,Col9a2,protein_coding,5,16863,2954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000011503,Downregulated,Shb,protein_coding,5,106371,1506,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
ENSRNOG00000011504,Nondifferential,Akap2,protein_coding,5,40600,3754,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
ENSRNOG00000011507,Upregulated,Pick1,protein_coding,7,19711,1828,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000011508,Downregulated,Zc3h12b,protein_coding,X,33779,2832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011509,Nondifferential,Agk,protein_coding,4,77482,1836,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
ENSRNOG00000011511,Downregulated,Stk24,protein_coding,15,49607,1260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0
ENSRNOG00000011513,Upregulated,Gla,protein_coding,X,10532,1263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011517,Upregulated,Tnfrsf21,protein_coding,9,74893,4350,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
ENSRNOG00000011519,Downregulated,Orc5,protein_coding,4,63919,2295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
ENSRNOG00000011521,Upregulated,Filip1,protein_coding,8,59692,5112,6.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
ENSRNOG00000011523,Nondifferential,H2afy,protein_coding,17,62004,1821,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0
ENSRNOG00000011528,Nondifferential,Alg14,protein_coding,2,80077,1509,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0
ENSRNOG00000011530,Downregulated,Fam188b,protein_coding,4,104684,2816,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
ENSRNOG00000011535,Upregulated,Gcsh,protein_coding,19,10758,1247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011540,Upregulated,Vta1,protein_coding,1,47834,1380,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
ENSRNOG00000011543,Nondifferential,Fam118b,protein_coding,8,21734,1547,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011544,Nondifferential,Zfp219,protein_coding,15,3632,2804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ENSRNOG00000011550,Upregulated,Kcnab2,protein_coding,5,86164,1590,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
ENSRNOG00000011552,Nondifferential,Mon1b,protein_coding,19,6827,2017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011553,Upregulated,Actl6a,protein_coding,2,17239,2875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011555,Nondifferential,Lrrc40,protein_coding,2,28944,2036,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011559,Nondifferential,Cnn3,protein_coding,2,31170,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSRNOG00000011560,Downregulated,Mtmr9,protein_coding,15,25870,6052,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000011561,Nondifferential,Nln,protein_coding,2,97933,3351,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
ENSRNOG00000011562,Nondifferential,Slitrk2,protein_coding,X,3441,2947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011566,Upregulated,Cecr2,protein_coding,4,104783,4519,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000011567,Nondifferential,Rpusd4,protein_coding,8,9484,1800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011572,Nondifferential,Klc1,protein_coding,6,33234,2368,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0
ENSRNOG00000011573,Upregulated,Csad,protein_coding,7,12073,2026,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011582,Downregulated,Rab3d,protein_coding,8,10596,3769,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011584,Nondifferential,Gpatch1,protein_coding,1,48937,3083,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000011585,Downregulated,Fat3,protein_coding,8,463061,13668,6.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0
ENSRNOG00000011586,Nondifferential,LOC100909712,protein_coding,2,12278,2171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011588,Downregulated,Rnf146,protein_coding,1,10592,1871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000011589,Downregulated,Camk2d,protein_coding,2,230776,3734,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
ENSRNOG00000011592,Downregulated,Lrp10,protein_coding,15,6159,2911,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000011593,Upregulated,Hey1,protein_coding,2,2414,939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011595,Upregulated,Senp8,protein_coding,8,13836,982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011599,Upregulated,Gldc,protein_coding,1,79763,3367,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
ENSRNOG00000011603,Upregulated,Cab39l,protein_coding,15,90561,1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0
ENSRNOG00000011606,Nondifferential,LOC680385,protein_coding,4,1206,1206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011611,Downregulated,Mapk1ip1l,protein_coding,15,23540,1518,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
ENSRNOG00000011613,Upregulated,Ppip5k2,protein_coding,9,36835,3524,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
ENSRNOG00000011614,Downregulated,Tmcc1,protein_coding,4,127003,1950,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000011616,Nondifferential,Slc26a5,protein_coding,4,39031,2235,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
ENSRNOG00000011617,Downregulated,Dguok,protein_coding,4,27056,1042,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000011618,Upregulated,Mmaa,protein_coding,19,17692,2913,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ENSRNOG00000011619,Upregulated,Myo9a,protein_coding,8,204186,8318,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
ENSRNOG00000011621,Upregulated,LOC100911576,protein_coding,15,30737,1785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011622,Upregulated,Echdc1,protein_coding,1,43465,1863,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011625,Downregulated,Tnks,protein_coding,16,142100,4575,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
ENSRNOG00000011627,Upregulated,Zfr,protein_coding,2,62798,5011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000011631,Downregulated,Fst,protein_coding,2,5758,1096,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000011632,Upregulated,Cct5,protein_coding,2,11158,1744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011634,Upregulated,Xkr6,protein_coding,15,388373,2800,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000011636,Downregulated,Dennd6a,protein_coding,16,48362,3895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ENSRNOG00000011639,Upregulated,Mrpl47,protein_coding,2,11143,1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011645,Upregulated,Rrnad1,protein_coding,2,8583,2033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011646,Upregulated,Rem2,protein_coding,15,4480,1810,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011647,Nondifferential,S100a6,protein_coding,2,1296,472,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011649,Upregulated,Epb42,protein_coding,3,19666,3990,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000011652,Downregulated,Sppl2a,protein_coding,3,43646,5136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011653,Upregulated,Washc2c,protein_coding,4,57829,4260,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000011654,Nondifferential,Plk4,protein_coding,2,18547,3419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011655,Downregulated,Dcaf10,protein_coding,5,37098,5066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011658,Nondifferential,Tex30,protein_coding,9,9502,1949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011661,Upregulated,Hnrnph2,protein_coding,X,3577,1575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011663,Upregulated,Rnf7,protein_coding,8,9011,1256,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000011667,Upregulated,Fastk,protein_coding,4,4015,1609,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011668,Downregulated,Nfil3,protein_coding,17,15214,1960,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000011669,Nondifferential,Gstcd,protein_coding,2,143530,3533,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ENSRNOG00000011675,Upregulated,Zfp40,protein_coding,1,2846,2846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011677,Nondifferential,Slc39a10,protein_coding,9,31256,4990,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ENSRNOG00000011678,Upregulated,Wbp4,protein_coding,15,26528,3119,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ENSRNOG00000011680,Upregulated,Il16,protein_coding,1,88985,4985,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,1.0,2.0,0.0
ENSRNOG00000011684,Upregulated,Auh,protein_coding,17,94992,1304,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0
ENSRNOG00000011690,Upregulated,Rmdn3,protein_coding,3,20627,2198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011696,Upregulated,Lifr,protein_coding,2,63049,5388,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
ENSRNOG00000011697,Downregulated,Zfp827,protein_coding,19,127305,3198,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0
ENSRNOG00000011700,Downregulated,Ptprm,protein_coding,9,709167,5290,16.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,47.0,0.0,1.0,0.0
ENSRNOG00000011704,Downregulated,Fbxo34,protein_coding,15,80849,3088,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
ENSRNOG00000011709,Nondifferential,Pum1,protein_coding,5,130582,5364,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
ENSRNOG00000011713,Nondifferential,LOC691113,protein_coding,4,2172,897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011714,Upregulated,Sat2,protein_coding,10,1753,870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011720,Downregulated,L3mbtl3,protein_coding,1,74307,2744,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0
ENSRNOG00000011728,Downregulated,Fto,protein_coding,19,272606,3604,4.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,61.0,1.0,1.0,0.0
ENSRNOG00000011732,Upregulated,Psmb7,protein_coding,3,80959,1313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
ENSRNOG00000011739,Downregulated,Dennd4a,protein_coding,8,89166,8464,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSRNOG00000011740,Nondifferential,Kdelc1,protein_coding,9,12105,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000011745,Upregulated,Psma1,protein_coding,1,11020,1174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011747,Nondifferential,Tmem205,protein_coding,8,5735,1443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011751,Upregulated,Ncdn,protein_coding,5,9761,3635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000011752,Upregulated,Sh3d19,protein_coding,2,87472,4847,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,22.0,1.0,1.0,0.0
ENSRNOG00000011756,Downregulated,Phf3,protein_coding,9,70502,7863,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
ENSRNOG00000011758,Nondifferential,Fkbp7,protein_coding,3,13589,1436,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSRNOG00000011762,Downregulated,Elf1,protein_coding,15,41633,3493,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000011763,Upregulated,Serp1,protein_coding,2,3984,2426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011771,Upregulated,Ptp4a1,protein_coding,9,7563,2456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011774,Upregulated,Fblim1,protein_coding,5,35962,2966,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000011775,Upregulated,Mfap3l,protein_coding,16,15014,1925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0
ENSRNOG00000011778,Upregulated,Blvra,protein_coding,3,16517,1109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000011781,Nondifferential,Oplah,protein_coding,7,10537,4117,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
